departureAirport,origCountry,arrivalAirport,destCountry,aircraftName,Frequency,departure_latitude,departure_longitude,arrival_latitude,arrival_longitude
ICN,South Korea,HAN,Vietnam,Airbus A330-200,373,37.4633,126.44,21.2212,105.807
KIX,Japan,ICN,South Korea,Boeing B777-200ER,371,34.4305,135.23,37.4633,126.44
DMM,Saudi Arabia,DXB,United Arab Emirates,Airbus A330-200,370,26.4712,49.7979,25.2528,55.3644
BKK,Thailand,HAN,Vietnam,Boeing B777-300ER,370,13.6811,100.747,21.2212,105.807
DXB,United Arab Emirates,PEK,China,Boeing B777-300ER,370,25.2528,55.3644,40.0725,116.598
PEK,China,DXB,United Arab Emirates,Boeing B777-300ER,370,40.0725,116.598,25.2528,55.3644
DXB,United Arab Emirates,DMM,Saudi Arabia,Airbus A330-200,369,25.2528,55.3644,26.4712,49.7979
DXB,United Arab Emirates,CAN,China,Boeing B777-300ER,367,25.2528,55.3644,23.3924,113.299
CAN,China,DXB,United Arab Emirates,Boeing B777-300ER,367,23.3924,113.299,25.2528,55.3644
ICN,South Korea,KIX,Japan,Boeing B777-200ER,367,37.4633,126.44,34.4305,135.23
ICN,South Korea,HAN,Vietnam,Airbus A330-300,366,37.4633,126.44,21.2212,105.807
DXB,United Arab Emirates,CPH,Denmark,Boeing B777-300ER,366,25.2528,55.3644,55.6179,12.656
HAN,Vietnam,ICN,South Korea,Airbus A330-300,366,21.2212,105.807,37.4633,126.44
NGO,Japan,BKK,Thailand,Boeing B777-300,366,34.8584,136.805,13.6811,100.747
DXB,United Arab Emirates,LHR,United Kingdom,Boeing B747-400,365,25.2528,55.3644,51.4775,-0.461389
BKK,Thailand,NGO,Japan,Boeing B777-300,365,13.6811,100.747,34.8584,136.805
BKK,Thailand,TPE,Taiwan,Airbus A340-300,364,13.6811,100.747,25.0777,121.233
DXB,United Arab Emirates,VCE,Italy,Boeing B777-300ER,364,25.2528,55.3644,45.5053,12.3519
PEK,China,FCO,Italy,Airbus A330-200,363,40.0725,116.598,41.8003,12.2389
DEL,India,FRA,Germany,Boeing B787-8,363,28.5665,77.1031,50.0333,8.57056
HND,Japan,SIN,Singapore,Boeing B777-300,363,35.5533,139.781,1.35019,103.994
SIN,Singapore,MUC,Germany,Boeing B777-300ER,363,1.35019,103.994,48.3538,11.7861
HKT,Thailand,AUH,United Arab Emirates,Airbus A330-200,363,8.1132,98.3169,24.433,54.6511
AUH,United Arab Emirates,PEK,China,Airbus A330-200,363,24.433,54.6511,40.0725,116.598
NRT,Japan,XMN,China,Boeing B767-300ER,363,35.7653,140.386,24.544,118.128
NRT,Japan,TAO,China,Boeing B767-300ER,363,35.7653,140.386,36.2661,120.374
DXB,United Arab Emirates,MAN,United Kingdom,Airbus A380-800,363,25.2528,55.3644,53.3537,-2.27495
NRT,Japan,KHH,Taiwan,Boeing B767-300ER,363,35.7653,140.386,22.5771,120.35
BLR,India,SIN,Singapore,Boeing B777-200ER,363,13.1979,77.7063,1.35019,103.994
SIN,Singapore,DAC,Bangladesh,Airbus A330-300,363,1.35019,103.994,23.8433,90.3978
BOM,India,RUH,Saudi Arabia,Boeing B777-300ER,363,19.0887,72.8679,24.9576,46.6988
AUH,United Arab Emirates,HKT,Thailand,Airbus A330-200,363,24.433,54.6511,8.1132,98.3169
SIN,Singapore,DXB,United Arab Emirates,Airbus A380-800,363,1.35019,103.994,25.2528,55.3644
SIN,Singapore,CDG,France,Airbus A380-800,363,1.35019,103.994,49.0097,2.54778
DEL,India,LHR,United Kingdom,Boeing B787-8,363,28.5665,77.1031,51.4775,-0.461389
DXB,United Arab Emirates,ZRH,Switzerland,Airbus A380-800,363,25.2528,55.3644,47.4647,8.54917
TAO,China,NRT,Japan,Boeing B767-300ER,363,36.2661,120.374,35.7653,140.386
SIN,Singapore,MAA,India,Airbus A330-300,363,1.35019,103.994,12.99,80.1693
BKK,Thailand,LHR,United Kingdom,Boeing B777-Unspecified,363,13.6811,100.747,51.4775,-0.461389
DEL,India,CDG,France,Boeing B787-8,363,28.5665,77.1031,49.0097,2.54778
SIN,Singapore,HND,Japan,Boeing B777-300,363,1.35019,103.994,35.5533,139.781
RUH,Saudi Arabia,BOM,India,Boeing B777-300ER,363,24.9576,46.6988,19.0887,72.8679
SIN,Singapore,BLR,India,Boeing B777-200ER,363,1.35019,103.994,13.1979,77.7063
NRT,Japan,DEL,India,Boeing B767-300ER,363,35.7653,140.386,28.5665,77.1031
AUH,United Arab Emirates,SIN,Singapore,Airbus A330-200,363,24.433,54.6511,1.35019,103.994
SIN,Singapore,ZRH,Switzerland,Airbus A340-300,363,1.35019,103.994,47.4647,8.54917
ICN,South Korea,TPE,Taiwan,Airbus A330-Unspecified,363,37.4633,126.44,25.0777,121.233
MAA,India,SIN,Singapore,Airbus A330-300,363,12.99,80.1693,1.35019,103.994
BKK,Thailand,ZRH,Switzerland,Airbus A340-300,363,13.6811,100.747,47.4647,8.54917
SIN,Singapore,AUH,United Arab Emirates,Airbus A330-200,363,1.35019,103.994,24.433,54.6511
BKK,Thailand,MUC,Germany,Boeing B747-400,363,13.6811,100.747,48.3538,11.7861
KHH,Taiwan,NRT,Japan,Boeing B767-300ER,363,22.5771,120.35,35.7653,140.386
FUK,Japan,SIN,Singapore,Airbus A330-300,363,33.5859,130.451,1.35019,103.994
SIN,Singapore,LHR,United Kingdom,Boeing B777-Unspecified,363,1.35019,103.994,51.4775,-0.461389
TPE,Taiwan,ICN,South Korea,Airbus A330-Unspecified,363,25.0777,121.233,37.4633,126.44
PEK,China,CDG,France,Boeing B777-300,363,40.0725,116.598,49.0097,2.54778
ICN,South Korea,HKT,Thailand,Boeing B767-300,363,37.4633,126.44,8.1132,98.3169
XMN,China,NRT,Japan,Boeing B767-300ER,363,24.544,118.128,35.7653,140.386
SIN,Singapore,TPE,Taiwan,Boeing B777-300ER,363,1.35019,103.994,25.0777,121.233
ICN,South Korea,DXB,United Arab Emirates,Airbus A380-800,363,37.4633,126.44,25.2528,55.3644
DAC,Bangladesh,SIN,Singapore,Airbus A330-300,363,23.8433,90.3978,1.35019,103.994
SIN,Singapore,HND,Japan,Boeing B767-300ER,362,1.35019,103.994,35.5533,139.781
SIN,Singapore,FRA,Germany,Boeing B777-300ER,362,1.35019,103.994,50.0333,8.57056
HKT,Thailand,ICN,South Korea,Boeing B767-300,362,8.1132,98.3169,37.4633,126.44
JED,Saudi Arabia,CDG,France,Airbus A330-300,362,21.6796,39.1565,49.0097,2.54778
TPE,Taiwan,SIN,Singapore,Boeing B777-300ER,362,25.0777,121.233,1.35019,103.994
DXB,United Arab Emirates,NCE,France,Boeing B777-300ER,362,25.2528,55.3644,43.6584,7.21587
KIX,Japan,DXB,United Arab Emirates,Boeing B777-300ER,362,34.4305,135.23,25.2528,55.3644
SIN,Singapore,FUK,Japan,Airbus A330-300,362,1.35019,103.994,33.5859,130.451
HND,Japan,FRA,Germany,Boeing B787-8,362,35.5533,139.781,50.0333,8.57056
SIN,Singapore,ZRH,Switzerland,Airbus A380-800,362,1.35019,103.994,47.4647,8.54917
DEL,India,NRT,Japan,Boeing B767-300ER,362,28.5665,77.1031,35.7653,140.386
AUH,United Arab Emirates,LHR,United Kingdom,Boeing B777-Unspecified,362,24.433,54.6511,51.4775,-0.461389
DXB,United Arab Emirates,ICN,South Korea,Airbus A380-800,362,25.2528,55.3644,37.4633,126.44
DXB,United Arab Emirates,NCL,United Kingdom,Boeing B777-300ER,362,25.2528,55.3644,55.0375,-1.69167
DXB,United Arab Emirates,SIN,Singapore,Airbus A380-800,362,25.2528,55.3644,1.35019,103.994
PVG,China,LHR,United Kingdom,Boeing B777-Unspecified,362,31.1434,121.805,51.4775,-0.461389
PEK,China,AUH,United Arab Emirates,Airbus A330-200,361,40.0725,116.598,24.433,54.6511
DXB,United Arab Emirates,HND,Japan,Boeing B777-200LR,361,25.2528,55.3644,35.5533,139.781
NGO,Japan,SIN,Singapore,Airbus A330-300,361,34.8584,136.805,1.35019,103.994
PEK,China,SIN,Singapore,Boeing B777-200ER,361,40.0725,116.598,1.35019,103.994
DXB,United Arab Emirates,KIX,Japan,Boeing B777-300ER,361,25.2528,55.3644,34.4305,135.23
SIN,Singapore,NGO,Japan,Airbus A330-300,360,1.35019,103.994,34.8584,136.805
NRT,Japan,ZRH,Switzerland,Airbus A340-300,360,35.7653,140.386,47.4647,8.54917
HAN,Vietnam,BKK,Thailand,Boeing B777-300ER,360,21.2212,105.807,13.6811,100.747
BKK,Thailand,KIX,Japan,Airbus A380-800,360,13.6811,100.747,34.4305,135.23
HND,Japan,SIN,Singapore,Boeing B767-300ER,360,35.5533,139.781,1.35019,103.994
KIX,Japan,BKK,Thailand,Airbus A380-800,360,34.4305,135.23,13.6811,100.747
HND,Japan,DXB,United Arab Emirates,Boeing B777-200LR,360,35.5533,139.781,25.2528,55.3644
SIN,Singapore,PEK,China,Boeing B777-200ER,360,1.35019,103.994,40.0725,116.598
TPE,Taiwan,BKK,Thailand,Airbus A340-300,359,25.0777,121.233,13.6811,100.747
DXB,United Arab Emirates,LHR,United Kingdom,Airbus A330-300,359,25.2528,55.3644,51.4775,-0.461389
PVG,China,ZRH,Switzerland,Airbus A340-300,359,31.1434,121.805,47.4647,8.54917
DXB,United Arab Emirates,BKK,Thailand,Airbus A330-Unspecified,359,25.2528,55.3644,13.6811,100.747
BKK,Thailand,DXB,United Arab Emirates,Airbus A330-Unspecified,359,13.6811,100.747,25.2528,55.3644
BKK,Thailand,LHR,United Kingdom,Boeing B777-300ER,359,13.6811,100.747,51.4775,-0.461389
DOH,Qatar,ARN,Sweden,Boeing B787-8,359,25.2731,51.6081,59.6519,17.9186
CAN,China,DOH,Qatar,Boeing B777-300ER,358,23.3924,113.299,25.2731,51.6081
DOH,Qatar,CAN,China,Boeing B777-300ER,358,25.2731,51.6081,23.3924,113.299
SGN,Vietnam,ICN,South Korea,Airbus A330-200,358,10.8188,106.652,37.4633,126.44
BOM,India,MUC,Germany,Airbus A330-300,358,19.0887,72.8679,48.3538,11.7861
DXB,United Arab Emirates,ZRH,Switzerland,Airbus A330-300,358,25.2528,55.3644,47.4647,8.54917
ICN,South Korea,SGN,Vietnam,Airbus A330-200,357,37.4633,126.44,10.8188,106.652
CAN,China,CDG,France,Airbus A330-200,357,23.3924,113.299,49.0097,2.54778
TPE,Taiwan,PVG,China,Airbus A330-300,357,25.0777,121.233,31.1434,121.805
AUH,United Arab Emirates,MXP,Italy,Airbus A330-200,357,24.433,54.6511,45.6306,8.72811
SIN,Singapore,CDG,France,Boeing B777-300ER,357,1.35019,103.994,49.0097,2.54778
DOH,Qatar,ZRH,Switzerland,Boeing B787-8,357,25.2731,51.6081,47.4647,8.54917
HND,Japan,SHA,China,Airbus A330-300,356,35.5533,139.781,31.1979,121.336
SIN,Singapore,PEK,China,Boeing B777-300,356,1.35019,103.994,40.0725,116.598
ICN,South Korea,LHR,United Kingdom,Boeing B777-300ER,356,37.4633,126.44,51.4775,-0.461389
BOM,India,FRA,Germany,Boeing B747-400,356,19.0887,72.8679,50.0333,8.57056
HND,Japan,GMP,South Korea,Boeing B777-200ER,356,35.5533,139.781,,
SHA,China,HND,Japan,Airbus A330-300,356,31.1979,121.336,35.5533,139.781
GMP,South Korea,HND,Japan,Boeing B777-200ER,356,,,35.5533,139.781
DOH,Qatar,CPH,Denmark,Boeing B787-8,356,25.2731,51.6081,55.6179,12.656
PVG,China,MUC,Germany,Airbus A340-600,356,31.1434,121.805,48.3538,11.7861
HAN,Vietnam,CDG,France,Boeing B777-200ER,356,21.2212,105.807,49.0097,2.54778
NRT,Japan,LHR,United Kingdom,Boeing B777-Unspecified,356,35.7653,140.386,51.4775,-0.461389
BKK,Thailand,CTS,Japan,Boeing B777-300,355,13.6811,100.747,,
BOM,India,LHR,United Kingdom,Airbus A330-300,355,19.0887,72.8679,51.4775,-0.461389
KIX,Japan,TAO,China,Boeing B767-300ER,355,34.4305,135.23,36.2661,120.374
BKK,Thailand,FRA,Germany,Airbus A380-800,355,13.6811,100.747,50.0333,8.57056
CTS,Japan,BKK,Thailand,Boeing B777-300,355,,,13.6811,100.747
TAO,China,KIX,Japan,Boeing B767-300ER,355,36.2661,120.374,34.4305,135.23
PEK,China,SIN,Singapore,Boeing B777-300,355,40.0725,116.598,1.35019,103.994
SGN,Vietnam,KIX,Japan,Airbus A330-200,354,10.8188,106.652,34.4305,135.23
PEK,China,CPH,Denmark,Airbus A340-300,354,40.0725,116.598,55.6179,12.656
DOH,Qatar,BRU,Belgium,Boeing B787-8,354,25.2731,51.6081,50.9014,4.48444
NRT,Japan,DXB,United Arab Emirates,Boeing B777-300ER,354,35.7653,140.386,25.2528,55.3644
KIX,Japan,TPE,Taiwan,Airbus A330-Unspecified,353,34.4305,135.23,25.0777,121.233
DXB,United Arab Emirates,NRT,Japan,Boeing B777-300ER,353,25.2528,55.3644,35.7653,140.386
DXB,United Arab Emirates,PEK,China,Airbus A380-800,353,25.2528,55.3644,40.0725,116.598
PEK,China,DXB,United Arab Emirates,Airbus A380-800,353,40.0725,116.598,25.2528,55.3644
DOH,Qatar,MAD,Spain,Boeing B777-300ER,353,25.2731,51.6081,40.4719,-3.56264
TPE,Taiwan,KIX,Japan,Airbus A330-Unspecified,353,25.0777,121.233,34.4305,135.23
DOH,Qatar,BLR,India,Boeing B787-8,353,25.2731,51.6081,13.1979,77.7063
BLR,India,DOH,Qatar,Boeing B787-8,352,13.1979,77.7063,25.2731,51.6081
DEL,India,LHR,United Kingdom,Airbus A330-300,352,28.5665,77.1031,51.4775,-0.461389
TSN,China,ICN,South Korea,Airbus A330-300,352,39.1244,117.346,37.4633,126.44
BKK,Thailand,CDG,France,Airbus A380-800,351,13.6811,100.747,49.0097,2.54778
ICN,South Korea,TSN,China,Airbus A330-300,351,37.4633,126.44,39.1244,117.346
KIX,Japan,SGN,Vietnam,Airbus A330-200,351,34.4305,135.23,10.8188,106.652
BOM,India,ZRH,Switzerland,Airbus A330-300,350,19.0887,72.8679,47.4647,8.54917
DXB,United Arab Emirates,ZRH,Switzerland,Boeing B777-300ER,349,25.2528,55.3644,47.4647,8.54917
DOH,Qatar,OSL,Norway,Boeing B787-8,348,25.2731,51.6081,60.1939,11.1004
PVG,China,DOH,Qatar,Boeing B777-300ER,348,31.1434,121.805,25.2731,51.6081
DXB,United Arab Emirates,DEL,India,Boeing B777-300ER,347,25.2528,55.3644,28.5665,77.1031
NRT,Japan,TPE,Taiwan,Airbus A330-200,347,35.7653,140.386,25.0777,121.233
DEL,India,DXB,United Arab Emirates,Boeing B777-300ER,347,28.5665,77.1031,25.2528,55.3644
TPE,Taiwan,NRT,Japan,Airbus A330-200,347,25.0777,121.233,35.7653,140.386
BKK,Thailand,FRA,Germany,Airbus A340-600,346,13.6811,100.747,50.0333,8.57056
DEL,India,ZRH,Switzerland,Airbus A330-300,346,28.5665,77.1031,47.4647,8.54917
TAO,China,NRT,Japan,Boeing B767F-Unspecified,346,36.2661,120.374,35.7653,140.386
BKK,Thailand,ZRH,Switzerland,Airbus A340-600,346,13.6811,100.747,47.4647,8.54917
NRT,Japan,ICN,South Korea,Boeing B767F-Unspecified,346,35.7653,140.386,37.4633,126.44
HAN,Vietnam,NRT,Japan,Airbus A330-Unspecified,346,21.2212,105.807,35.7653,140.386
ICN,South Korea,NRT,Japan,Boeing B767F-Unspecified,346,37.4633,126.44,35.7653,140.386
CAN,China,LHR,United Kingdom,Boeing B787-8,345,23.3924,113.299,51.4775,-0.461389
DOH,Qatar,PVG,China,Boeing B777-300ER,345,25.2731,51.6081,31.1434,121.805
NRT,Japan,HAN,Vietnam,Airbus A330-Unspecified,344,35.7653,140.386,21.2212,105.807
BKK,Thailand,HND,Japan,Boeing B787-8,344,13.6811,100.747,35.5533,139.781
HND,Japan,BKK,Thailand,Boeing B787-8,344,35.5533,139.781,13.6811,100.747
KIX,Japan,CDG,France,Boeing B777-200ER,344,34.4305,135.23,49.0097,2.54778
PVG,China,TPE,Taiwan,Airbus A330-300,342,31.1434,121.805,25.0777,121.233
ICN,South Korea,FRA,Germany,Boeing B747-400,342,37.4633,126.44,50.0333,8.57056
ICN,South Korea,KIX,Japan,Airbus A330-300,342,37.4633,126.44,34.4305,135.23
KIX,Japan,ICN,South Korea,Airbus A330-300,342,34.4305,135.23,37.4633,126.44
NRT,Japan,HAN,Vietnam,Boeing B767-300ER,341,35.7653,140.386,21.2212,105.807
NRT,Japan,CPH,Denmark,Airbus A340-300,341,35.7653,140.386,55.6179,12.656
AUH,United Arab Emirates,MUC,Germany,Airbus A330-300,341,24.433,54.6511,48.3538,11.7861
HAN,Vietnam,NRT,Japan,Boeing B767-300ER,341,21.2212,105.807,35.7653,140.386
PEK,China,NGO,Japan,Airbus A330-200,341,40.0725,116.598,34.8584,136.805
HAN,Vietnam,SIN,Singapore,Airbus A330-300,341,21.2212,105.807,1.35019,103.994
SIN,Singapore,HAN,Vietnam,Airbus A330-300,341,1.35019,103.994,21.2212,105.807
JED,Saudi Arabia,DOH,Qatar,Boeing B787-8,341,21.6796,39.1565,25.2731,51.6081
AUH,United Arab Emirates,MAN,United Kingdom,Airbus A330-200,340,24.433,54.6511,53.3537,-2.27495
SIN,Singapore,SGN,Vietnam,Airbus A330-300,340,1.35019,103.994,10.8188,106.652
DOH,Qatar,JED,Saudi Arabia,Boeing B787-8,340,25.2731,51.6081,21.6796,39.1565
SGN,Vietnam,SIN,Singapore,Airbus A330-300,340,10.8188,106.652,1.35019,103.994
KIX,Japan,DOH,Qatar,Airbus A330-200,339,34.4305,135.23,25.2731,51.6081
NGO,Japan,ICN,South Korea,Boeing B767-300ERF,338,34.8584,136.805,37.4633,126.44
DEL,India,LHR,United Kingdom,Boeing B747-400,338,28.5665,77.1031,51.4775,-0.461389
DOH,Qatar,NRT,Japan,Boeing B777-200LR,338,25.2731,51.6081,35.7653,140.386
DOH,Qatar,KIX,Japan,Airbus A330-200,338,25.2731,51.6081,34.4305,135.23
NRT,Japan,DOH,Qatar,Boeing B777-200LR,338,35.7653,140.386,25.2731,51.6081
ICN,South Korea,SIN,Singapore,Boeing B747-400F,337,37.4633,126.44,1.35019,103.994
NRT,Japan,CDG,France,Boeing B777-300ER,337,35.7653,140.386,49.0097,2.54778
NGO,Japan,PEK,China,Airbus A330-200,337,34.8584,136.805,40.0725,116.598
ICN,South Korea,LHR,United Kingdom,Boeing B777-Unspecified,336,37.4633,126.44,51.4775,-0.461389
AUH,United Arab Emirates,CTU,China,Airbus A330-200,335,24.433,54.6511,30.5785,103.947
CTU,China,AUH,United Arab Emirates,Airbus A330-200,335,30.5785,103.947,24.433,54.6511
KIX,Japan,PVG,China,Boeing B747-400F,335,34.4305,135.23,31.1434,121.805
TPE,Taiwan,KIX,Japan,Boeing B767-300ER,333,25.0777,121.233,34.4305,135.23
BKK,Thailand,KIX,Japan,Boeing B767-300ER,333,13.6811,100.747,34.4305,135.23
KIX,Japan,TPE,Taiwan,Boeing B767-300ER,333,34.4305,135.23,25.0777,121.233
KIX,Japan,BKK,Thailand,Boeing B767-300ER,333,34.4305,135.23,13.6811,100.747
DXB,United Arab Emirates,BCN,Spain,Airbus A380-800,333,25.2528,55.3644,41.2971,2.07846
PVG,China,KIX,Japan,Airbus A330-200,332,31.1434,121.805,34.4305,135.23
KIX,Japan,PVG,China,Airbus A330-200,332,34.4305,135.23,31.1434,121.805
TPE,Taiwan,CAN,China,Boeing B777-200/200ER,330,25.0777,121.233,23.3924,113.299
NGO,Japan,FRA,Germany,Airbus A340-300,330,34.8584,136.805,50.0333,8.57056
ICN,South Korea,PEK,China,Airbus A330-200,330,37.4633,126.44,40.0725,116.598
PVG,China,DXB,United Arab Emirates,Airbus A380-800,330,31.1434,121.805,25.2528,55.3644
DOH,Qatar,MAA,India,Airbus A330-300,330,25.2731,51.6081,12.99,80.1693
PVG,China,FRA,Germany,Airbus A380-800,330,31.1434,121.805,50.0333,8.57056
CAN,China,TPE,Taiwan,Boeing B777-200/200ER,330,23.3924,113.299,25.0777,121.233
PEK,China,ICN,South Korea,Airbus A330-200,330,40.0725,116.598,37.4633,126.44
SGN,Vietnam,DOH,Qatar,Airbus A330-200,330,10.8188,106.652,25.2731,51.6081
MAA,India,DOH,Qatar,Airbus A330-300,330,12.99,80.1693,25.2731,51.6081
DOH,Qatar,SGN,Vietnam,Airbus A330-200,329,25.2731,51.6081,10.8188,106.652
KIX,Japan,TPE,Taiwan,Airbus A330-200,328,34.4305,135.23,25.0777,121.233
TPE,Taiwan,KIX,Japan,Airbus A330-200,328,25.0777,121.233,34.4305,135.23
HND,Japan,LHR,United Kingdom,Boeing B777-Unspecified,328,35.5533,139.781,51.4775,-0.461389
DXB,United Arab Emirates,PVG,China,Airbus A380-800,328,25.2528,55.3644,31.1434,121.805
PVG,China,FCO,Italy,Airbus A330-200,327,31.1434,121.805,41.8003,12.2389
DXB,United Arab Emirates,ARN,Sweden,Boeing B777-300ER,326,25.2528,55.3644,59.6519,17.9186
AUH,United Arab Emirates,SGN,Vietnam,Airbus A330-200,325,24.433,54.6511,10.8188,106.652
SGN,Vietnam,AUH,United Arab Emirates,Airbus A330-200,325,10.8188,106.652,24.433,54.6511
DXB,United Arab Emirates,TPE,Taiwan,Boeing B777-300ER,325,25.2528,55.3644,25.0777,121.233
SIN,Singapore,LHR,United Kingdom,Boeing B747-400,325,1.35019,103.994,51.4775,-0.461389
BKK,Thailand,DAC,Bangladesh,Boeing B777-200ER,324,13.6811,100.747,23.8433,90.3978
DAC,Bangladesh,BKK,Thailand,Boeing B777-200ER,324,23.8433,90.3978,13.6811,100.747
TPE,Taiwan,DXB,United Arab Emirates,Boeing B777-300ER,324,25.0777,121.233,25.2528,55.3644
TPE,Taiwan,BKK,Thailand,Boeing B747-400F,324,25.0777,121.233,13.6811,100.747
DEL,India,DXB,United Arab Emirates,Boeing B787-8,324,28.5665,77.1031,25.2528,55.3644
KMG,China,BKK,Thailand,Airbus A330-300,323,25.1019,102.929,13.6811,100.747
BKK,Thailand,KMG,China,Airbus A330-300,323,13.6811,100.747,25.1019,102.929
ICN,South Korea,LHR,United Kingdom,Boeing B777-200LR,322,37.4633,126.44,51.4775,-0.461389
SGN,Vietnam,NRT,Japan,Airbus A330-Unspecified,322,10.8188,106.652,35.7653,140.386
AUH,United Arab Emirates,LHR,United Kingdom,Airbus A340-600,321,24.433,54.6511,51.4775,-0.461389
DXB,United Arab Emirates,DEL,India,Boeing B787-8,321,25.2528,55.3644,28.5665,77.1031
NRT,Japan,SGN,Vietnam,Airbus A330-Unspecified,321,35.7653,140.386,10.8188,106.652
DOH,Qatar,COK,India,Airbus A340-600,321,25.2731,51.6081,10.152,76.4019
NRT,Japan,CDG,France,Boeing B777-Unspecified,321,35.7653,140.386,49.0097,2.54778
COK,India,DOH,Qatar,Airbus A340-600,320,10.152,76.4019,25.2731,51.6081
DOH,Qatar,LHR,United Kingdom,Boeing B777-300ER,320,25.2731,51.6081,51.4775,-0.461389
HND,Japan,CDG,France,Boeing B777-Unspecified,319,35.5533,139.781,49.0097,2.54778
TAO,China,ICN,South Korea,Airbus A330-300,319,36.2661,120.374,37.4633,126.44
PVG,China,MXP,Italy,Airbus A330-200,319,31.1434,121.805,45.6306,8.72811
BKK,Thailand,OSL,Norway,Boeing B777-300,319,13.6811,100.747,60.1939,11.1004
ICN,South Korea,TSN,China,Boeing B747-400F,319,37.4633,126.44,39.1244,117.346
TSN,China,ICN,South Korea,Boeing B747-400F,319,39.1244,117.346,37.4633,126.44
ICN,South Korea,TAO,China,Airbus A330-300,319,37.4633,126.44,36.2661,120.374
DAC,Bangladesh,DOH,Qatar,Airbus A330-300,318,23.8433,90.3978,25.2731,51.6081
DOH,Qatar,FRA,Germany,Boeing B777-200LRF,318,25.2731,51.6081,50.0333,8.57056
DOH,Qatar,DAC,Bangladesh,Airbus A330-300,317,25.2731,51.6081,23.8433,90.3978
DXB,United Arab Emirates,MAA,India,Boeing B777-300,316,25.2528,55.3644,12.99,80.1693
MAA,India,DXB,United Arab Emirates,Boeing B777-300,315,12.99,80.1693,25.2528,55.3644
NRT,Japan,PVG,China,Boeing B767F-Unspecified,315,35.7653,140.386,31.1434,121.805
DEL,India,SIN,Singapore,Boeing B777-200ER,314,28.5665,77.1031,1.35019,103.994
PVG,China,SIN,Singapore,Boeing B767-300ER,313,31.1434,121.805,1.35019,103.994
SIN,Singapore,PVG,China,Boeing B767-300ER,313,1.35019,103.994,31.1434,121.805
PVG,China,LHR,United Kingdom,Airbus A340-600,313,31.1434,121.805,51.4775,-0.461389
BOM,India,BKK,Thailand,Boeing B777-200ER,313,19.0887,72.8679,13.6811,100.747
SIN,Singapore,DEL,India,Boeing B777-200ER,313,1.35019,103.994,28.5665,77.1031
BKK,Thailand,BOM,India,Boeing B777-200ER,313,13.6811,100.747,19.0887,72.8679
KIX,Japan,ICN,South Korea,Boeing B747-400F,312,34.4305,135.23,37.4633,126.44
DOH,Qatar,BOM,India,Boeing B777-300ER,312,25.2731,51.6081,19.0887,72.8679
NRT,Japan,BKK,Thailand,Boeing B767F-Unspecified,311,35.7653,140.386,13.6811,100.747
RUH,Saudi Arabia,DOH,Qatar,Boeing B787-8,311,24.9576,46.6988,25.2731,51.6081
TLV,Israel,CDG,France,Boeing B767-300ER,311,32.0114,34.8867,49.0097,2.54778
NRT,Japan,TPE,Taiwan,Boeing B767F-Unspecified,311,35.7653,140.386,25.0777,121.233
BKK,Thailand,MAA,India,Airbus A330-300,311,13.6811,100.747,12.99,80.1693
DOH,Qatar,RUH,Saudi Arabia,Boeing B787-8,311,25.2731,51.6081,24.9576,46.6988
BKK,Thailand,NRT,Japan,Boeing B747-400F,311,13.6811,100.747,35.7653,140.386
DLC,China,KIX,Japan,Boeing B767F-Unspecified,311,38.9657,121.539,34.4305,135.23
